Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Malawi,15.691,15.71,15.721,15.724,15.722,15.722,15.72,15.71,15.685,15.658,15.654,15.671,15.709,15.768,15.855,15.979,16.139,16.317,16.502,16.695,16.897,17.109
Malaysia,22.49,22.582,22.66,22.783,22.958,23.184,23.457,23.774,24.135,24.54,24.961,25.358,25.731,26.097,26.455,26.801,27.135,27.466,27.808,28.175,28.614,29.097
Maldives,17.713,18.218,18.737,19.268,19.807,20.35,20.919,21.517,22.136,22.767,23.412,24.069,24.739,25.43,26.094,26.611,27.038,27.498,27.989,28.513,29.069,29.655
Mali,15.405,15.455,15.501,15.535,15.551,15.546,15.521,15.482,15.435,15.373,15.301,15.219,15.08,14.958,14.908,14.88,14.885,14.911,14.952,15.021,15.12,15.234
Malta,35.501,35.825,36.158,36.476,36.783,37.089,37.391,37.68,37.967,38.256,38.57,38.895,39.175,39.424,39.541,39.529,39.55,39.47,39.195,38.893,38.876,39.231
Marshall Islands,17.075,17.373,17.696,18.028,18.355,18.66,18.937,19.18,19.38,19.523,19.581,19.66,19.852,20.068,20.275,20.507,20.749,20.984,21.191,21.337,21.405,21.257
Martinique,33.21,33.932,34.686,35.269,35.677,36.154,36.609,37.02,37.516,38.2,38.973,39.748,40.529,41.31,42.088,42.868,43.784,44.992,46.202,47.03,47.457,47.782
Mauritania,16.552,16.591,16.579,16.573,16.56,16.541,16.524,16.51,16.564,16.664,16.726,16.754,16.749,16.726,16.708,16.7,16.7,16.711,16.734,16.772,16.825,16.893
Mauritius,28.024,28.341,28.662,28.988,29.327,29.681,30.064,30.476,30.91,31.366,31.842,32.33,32.78,33.193,33.61,34.029,34.445,34.85,35.238,35.594,35.916,36.191
Mayotte,16.871,16.905,16.89,16.734,16.679,16.739,16.715,16.67,16.629,16.546,16.432,16.351,16.362,16.465,16.512,16.397,16.216,16.174,16.466,16.704,16.703,16.701
Mexico,21.771,22.091,22.407,22.725,23.044,23.361,23.676,23.977,24.26,24.536,24.81,25.087,25.369,25.656,25.951,26.258,26.581,26.918,27.266,27.616,27.936,28.216
Micronesia (country),17.833,18.143,18.485,18.825,19.153,19.454,19.723,19.955,20.127,20.222,20.286,20.374,20.498,20.653,20.84,21.043,21.248,21.466,21.684,21.89,22.116,22.366
Moldova,30.99,31.185,31.37,31.541,31.707,31.946,32.259,32.58,32.905,33.231,33.553,33.861,34.135,34.354,34.652,35.045,35.411,35.767,36.105,36.459,36.827,37.172
Monaco,44.547,44.764,44.916,45.034,45.214,45.459,45.753,46.091,46.594,47.342,48.219,49.124,50.059,51.0,51.91,52.794,53.487,53.982,54.51,54.642,54.762,55.292
Mongolia,20.745,21.149,21.546,21.938,22.326,22.711,23.089,23.455,23.803,24.118,24.398,24.685,24.981,25.245,25.483,25.703,25.907,26.094,26.245,26.334,26.415,26.512
Montenegro,32.335,32.629,32.891,33.129,33.392,33.698,34.026,34.363,34.691,35.008,35.318,35.579,35.816,36.088,36.41,36.779,37.168,37.56,37.958,38.341,38.669,38.902
Montserrat,35.814,36.59,36.839,36.893,37.049,37.222,37.346,37.42,37.518,37.636,37.73,37.922,38.238,38.588,38.902,39.2,39.419,39.624,39.905,40.256,40.546,40.968
More developed regions,36.336,36.634,36.922,37.194,37.456,37.702,37.949,38.192,38.413,38.641,38.879,39.121,39.36,39.586,39.794,39.982,40.155,40.329,40.511,40.704,40.913,41.126
Morocco,21.41,21.704,21.999,22.299,22.616,22.958,23.311,23.662,24.01,24.353,24.689,25.021,25.36,25.709,26.069,26.434,26.784,27.126,27.492,27.874,28.226,28.549
Mozambique,16.165,16.113,16.072,16.046,16.026,16.007,15.992,15.973,15.939,15.885,15.827,15.788,15.772,15.773,15.795,15.833,15.884,15.949,16.014,16.07,16.13,16.187
Myanmar,22.948,23.198,23.444,23.697,23.962,24.239,24.522,24.81,25.111,25.428,25.752,26.083,26.415,26.74,27.053,27.351,27.631,27.901,28.17,28.445,28.72,28.983
Namibia,17.953,18.015,18.106,18.234,18.384,18.541,18.701,18.867,19.042,19.223,19.429,19.65,19.871,20.069,20.247,20.401,20.523,20.612,20.675,20.733,20.775,20.789
Nauru,19.054,19.33,19.598,19.806,19.961,20.118,20.28,20.451,20.599,20.714,20.818,20.825,20.736,20.633,20.531,20.467,20.471,20.578,20.796,20.903,20.862,20.739
Nepal,18.251,18.325,18.453,18.628,18.819,19.023,19.242,19.469,19.707,19.958,20.223,20.44,20.605,20.779,20.983,21.238,21.515,21.794,22.104,22.663,23.451,24.023
Netherlands,36.23,36.522,36.83,37.163,37.521,37.901,38.29,38.668,39.009,39.338,39.672,40.015,40.358,40.694,40.99,41.212,41.343,41.413,41.465,41.489,41.527,41.552
New Caledonia,25.516,25.823,26.134,26.448,26.762,27.053,27.434,27.927,28.432,28.891,29.218,29.466,29.722,29.998,30.316,30.705,31.139,31.578,32.023,32.476,32.881,33.251
New Zealand,33.336,33.632,33.834,34.009,34.242,34.533,34.839,35.143,35.427,35.668,35.884,36.115,36.353,36.513,36.513,36.387,36.252,36.181,36.199,36.287,36.46,36.773
Nicaragua,18.016,18.351,18.699,19.055,19.413,19.768,20.074,20.338,20.607,20.881,21.161,21.449,21.744,22.045,22.354,22.669,22.99,23.315,23.646,23.98,24.292,24.587
Niger,15.231,15.14,15.04,14.932,14.82,14.705,14.596,14.496,14.407,14.333,14.276,14.24,14.239,14.258,14.288,14.343,14.417,14.498,14.591,14.699,14.821,14.958
Nigeria,16.825,16.861,16.882,16.885,16.871,16.843,16.803,16.766,16.728,16.688,16.654,16.632,16.622,16.629,16.644,16.666,16.714,16.801,16.916,17.053,17.214,17.387
Niue,28.663,29.289,29.882,30.471,31.035,31.558,32.134,32.53,32.761,33.182,33.607,34.044,34.468,34.726,34.98,35.166,35.409,35.675,35.97,35.902,35.986,36.506
North Korea,29.072,29.516,29.966,30.432,30.896,31.351,31.766,32.126,32.458,32.764,33.046,33.289,33.512,33.73,33.951,34.176,34.411,34.651,34.892,35.124,35.347,35.57
North Macedonia,30.901,31.253,31.562,31.829,32.13,32.469,32.832,33.235,33.668,34.1,34.517,34.949,35.395,35.857,36.344,36.837,37.332,37.832,38.344,38.861,39.33,39.648
Northern America (UN),34.451,34.662,34.874,35.064,35.243,35.419,35.599,35.785,35.959,36.102,36.218,36.314,36.405,36.499,36.6,36.712,36.829,36.955,37.108,37.279,37.495,37.734
Northern Mariana Islands,27.756,28.397,29.038,29.672,30.291,30.884,31.43,31.905,32.278,32.492,32.562,32.599,32.659,32.721,32.781,32.845,32.919,33.015,33.131,33.264,33.609,34.297
Norway,35.804,36.001,36.21,36.424,36.66,36.892,37.111,37.298,37.438,37.561,37.678,37.788,37.878,37.965,38.069,38.176,38.281,38.409,38.59,38.797,39.043,39.286
Oceania (UN),29.803,30.004,30.198,30.374,30.533,30.667,30.761,30.81,30.819,30.822,30.867,30.946,31.019,31.089,31.169,31.254,31.35,31.47,31.624,31.832,32.118,32.411
Oman,19.883,20.214,20.573,20.952,21.307,21.661,22.085,22.563,23.084,23.634,24.242,25.516,26.638,27.143,27.455,27.821,28.157,28.48,28.772,28.88,28.765,28.704
Pakistan,16.992,17.148,17.275,17.409,17.59,17.787,17.981,18.199,18.412,18.595,18.765,18.908,19.019,19.103,19.176,19.244,19.312,19.4,19.517,19.652,19.811,19.986
Palau,29.767,30.188,30.53,30.84,31.103,31.4,31.777,32.172,32.56,32.933,33.29,33.641,33.989,34.341,34.668,34.981,35.327,35.701,36.07,36.439,36.793,37.128
Palestine,15.077,15.225,15.392,15.582,15.79,16.013,16.252,16.507,16.78,17.061,17.332,17.594,17.855,18.113,18.358,18.581,18.788,18.938,19.039,19.152,19.286,19.434
Panama,23.273,23.537,23.798,24.057,24.314,24.572,24.836,25.103,25.372,25.646,25.923,26.197,26.467,26.736,27.004,27.268,27.531,27.795,28.068,28.361,28.659,28.957
Papua New Guinea,18.752,18.849,18.944,19.043,19.15,19.266,19.39,19.523,19.665,19.817,19.977,20.138,20.299,20.462,20.63,20.804,20.984,21.167,21.353,21.543,21.736,21.928
Paraguay,19.045,19.249,19.461,19.729,20.052,20.387,20.733,21.091,21.453,21.816,22.178,22.537,22.891,23.241,23.584,23.916,24.241,24.566,24.891,25.215,25.528,25.79
Peru,21.395,21.738,22.1,22.472,22.842,23.213,23.594,23.978,24.384,24.805,25.216,25.61,25.99,26.364,26.724,27.055,27.333,27.612,27.914,28.221,28.532,28.803
Philippines,18.991,19.169,19.333,19.513,19.708,19.911,20.091,20.275,20.463,20.653,20.88,21.111,21.359,21.622,21.889,22.213,22.583,22.954,23.325,23.689,24.075,24.468
Poland,34.254,34.519,34.79,35.059,35.325,35.586,35.86,36.138,36.397,36.735,36.944,37.051,37.308,37.628,37.965,38.317,38.675,39.034,39.389,39.742,40.101,40.464
Portugal,36.68,37.007,37.323,37.66,38.033,38.416,38.801,39.197,39.606,40.031,40.482,40.92,41.353,41.836,42.339,42.822,43.284,43.735,44.171,44.604,45.026,45.424
Puerto Rico,31.322,31.716,32.144,32.611,33.099,33.591,34.086,34.583,35.079,35.562,36.107,36.77,37.502,38.28,39.096,39.937,40.801,42.026,43.146,43.746,44.313,44.855
Qatar,28.922,29.136,29.453,29.861,30.049,29.949,29.559,29.083,29.105,29.77,30.245,30.123,29.907,29.869,29.984,30.144,30.283,30.473,30.787,31.206,31.626,31.966
Reunion,26.929,27.122,27.367,27.646,28.048,28.546,28.891,29.102,29.408,29.768,30.142,30.72,31.476,32.091,32.51,32.934,33.553,34.519,35.437,35.934,36.259,36.653
Romania,33.623,33.775,34.175,34.689,35.26,35.809,36.351,36.882,37.389,37.876,38.337,38.779,39.182,39.547,39.906,40.268,40.619,40.959,41.292,41.628,41.959,42.217
Russia,35.731,35.981,36.111,36.184,36.306,36.411,36.507,36.614,36.73,36.846,36.964,37.1,37.23,37.376,37.543,37.685,37.797,37.954,38.169,38.441,38.692,38.856
Rwanda,15.221,15.674,16.052,16.34,16.579,16.796,16.984,17.14,17.267,17.378,17.486,17.606,17.753,17.925,18.099,18.254,18.388,18.506,18.621,18.742,18.877,19.033
Saint Barthelemy,33.896,34.232,34.572,34.895,35.201,35.49,35.776,36.042,36.281,36.542,36.747,36.835,36.833,36.793,36.806,36.979,37.204,37.351,37.557,37.967,38.282,38.465
Saint Helena,35.578,36.675,37.817,38.958,40.128,41.287,42.431,43.622,44.369,44.626,44.839,45.003,45.159,45.385,45.597,45.788,46.228,46.964,47.754,48.547,49.309,49.871
Saint Kitts and Nevis,25.666,26.024,26.362,26.714,27.091,27.478,27.86,28.229,28.608,29.034,29.563,30.02,30.404,30.857,31.317,31.781,32.243,32.709,33.184,33.673,34.17,34.605
Saint Lucia,22.772,23.332,23.67,24.022,24.39,24.773,25.173,25.843,26.769,27.669,28.312,28.728,29.165,29.599,30.031,30.461,30.891,31.317,31.741,32.16,32.573,32.94
Saint Martin (French part),28.608,28.705,28.781,28.827,28.863,28.923,29.035,29.221,29.521,29.945,30.341,30.657,30.966,31.304,31.757,32.323,32.984,33.764,35.3,38.579,39.53,38.104
Saint Pierre and Miquelon,35.838,36.296,36.771,37.259,37.812,38.451,38.969,39.362,39.739,40.115,40.456,40.769,41.323,42.301,43.241,43.527,43.447,43.442,43.737,44.552,45.296,45.623
Saint Vincent and the Grenadines,23.23,23.564,24.05,24.593,25.142,25.694,26.246,26.791,27.321,27.831,28.323,28.795,29.273,29.764,30.25,30.729,31.212,31.712,32.224,32.735,33.129,33.382
Samoa,18.804,18.651,18.669,18.894,19.107,19.28,19.406,19.516,19.626,19.701,19.725,19.715,19.767,19.904,20.033,20.119,20.183,20.29,20.402,20.42,20.366,20.253
San Marino,37.629,37.972,38.323,38.682,39.047,39.415,39.786,40.162,40.557,40.966,41.379,41.836,42.309,42.709,43.068,43.47,43.904,44.328,44.808,45.332,45.831,46.308
Sao Tome and Principe,16.776,16.949,17.1,17.26,17.393,17.495,17.567,17.616,17.653,17.694,17.746,17.802,17.826,17.829,17.848,17.886,17.947,18.039,18.164,18.32,18.491,18.677
Saudi Arabia,19.731,19.667,19.767,20.0,20.336,20.752,21.23,21.757,22.324,22.921,23.546,24.193,24.86,25.545,26.248,26.967,27.634,28.11,28.32,28.404,28.489,28.508
Senegal,16.516,16.613,16.75,16.891,16.995,17.09,17.175,17.248,17.312,17.362,17.396,17.421,17.436,17.444,17.472,17.538,17.642,17.783,17.957,18.16,18.385,18.628
Serbia,39.074,39.286,39.496,39.725,39.947,40.152,40.35,40.55,40.753,40.952,41.151,41.352,41.559,41.779,42.008,42.247,42.482,42.709,42.932,43.166,43.386,43.541
Seychelles,26.25,26.699,27.143,27.532,27.884,28.243,28.606,28.971,29.355,29.756,30.123,30.355,30.505,30.664,30.832,31.026,31.267,31.552,31.879,32.239,32.634,33.053
Sierra Leone,16.878,16.849,16.829,16.823,16.837,16.868,16.906,16.947,16.993,17.047,17.112,17.191,17.281,17.386,17.512,17.662,17.831,18.01,18.201,18.4,18.605,18.817
Singapore,31.226,31.441,31.678,31.949,32.227,32.448,32.576,32.578,32.515,32.553,32.688,32.809,32.901,33.024,33.179,33.338,33.529,33.775,33.999,34.186,34.481,34.808
Sint Maarten (Dutch part),30.485,30.769,31.162,31.593,32.007,32.41,32.817,33.229,33.625,34.005,34.406,34.869,35.385,35.927,36.484,37.064,37.667,38.291,38.944,39.624,40.326,41.052
Slovakia,32.958,33.262,33.577,33.883,34.188,34.493,34.805,35.125,35.455,35.788,36.14,36.523,36.928,37.348,37.776,38.195,38.604,39.005,39.402,39.805,40.196,40.545
Slovenia,36.961,37.366,37.778,38.187,38.596,38.996,39.375,39.7,39.992,40.255,40.515,40.804,41.057,41.32,41.621,41.937,42.256,42.568,42.807,42.973,43.016,43.14
Solomon Islands,17.186,17.371,17.557,17.738,17.91,18.069,18.207,18.321,18.408,18.467,18.519,18.577,18.64,18.708,18.788,18.886,19.006,19.153,19.328,19.482,19.637,19.827
Somalia,15.163,15.119,15.077,15.033,14.982,14.902,14.748,14.556,14.475,14.495,14.554,14.714,14.874,14.925,14.962,14.999,15.037,15.091,15.157,15.214,15.265,15.308
South Africa,20.805,21.065,21.333,21.607,21.875,22.144,22.421,22.711,23.004,23.308,23.641,23.981,24.327,24.684,25.026,25.365,25.694,26.059,26.466,26.873,27.265,27.613
South Korea,30.653,31.176,31.741,32.329,32.931,33.551,34.181,34.804,35.415,36.009,36.59,37.212,37.875,38.538,39.207,39.867,40.478,41.051,41.62,42.184,42.759,43.366
South Sudan,16.167,16.264,16.345,16.399,16.411,16.421,16.55,16.795,17.079,17.309,17.644,17.996,18.186,18.279,17.962,17.519,16.962,16.138,16.08,16.594,17.025,17.309
Spain,36.336,36.753,37.068,37.284,37.519,37.759,37.994,38.191,38.412,38.754,39.182,39.634,40.109,40.63,41.15,41.619,42.047,42.439,42.799,43.138,43.497,43.916
Sri Lanka,26.197,26.507,26.796,27.085,27.378,27.676,27.984,28.297,28.61,28.917,29.22,29.519,29.828,30.139,30.438,30.732,31.015,31.288,31.555,31.816,32.074,32.318
Sudan,15.832,15.874,15.919,15.96,15.998,16.04,16.09,16.149,16.215,16.294,16.327,16.318,16.35,16.429,16.582,16.784,16.978,17.238,17.5,17.675,17.817,17.965
Suriname,22.993,23.34,23.683,24.043,24.286,24.419,24.581,24.767,24.976,25.207,25.449,25.69,25.92,26.129,26.323,26.508,26.696,26.893,27.097,27.298,27.501,27.678
Sweden,38.355,38.498,38.64,38.8,39.002,39.223,39.404,39.541,39.652,39.719,39.744,39.792,39.868,39.922,39.942,39.944,39.868,39.716,39.594,39.529,39.56,39.643
Switzerland,37.657,37.953,38.257,38.569,38.903,39.251,39.597,39.888,40.106,40.323,40.516,40.691,40.882,41.038,41.164,41.259,41.317,41.384,41.48,41.582,41.669,41.742
Syria,17.462,17.684,17.916,18.165,18.438,18.731,19.244,19.939,20.303,20.455,20.685,20.859,20.788,20.131,19.082,18.418,18.358,18.577,19.067,19.807,20.44,20.977
Taiwan,31.054,31.654,32.174,32.705,33.253,33.803,34.358,34.902,35.43,35.957,36.495,37.029,37.515,37.997,38.487,38.975,39.485,40.016,40.574,41.146,41.725,42.315
Tajikistan,17.361,17.586,17.81,18.05,18.301,18.562,18.839,19.11,19.356,19.575,19.772,19.956,20.16,20.372,20.555,20.705,20.848,20.998,21.138,21.276,21.414,21.566
Tanzania,16.355,16.382,16.378,16.362,16.332,16.297,16.264,16.236,16.204,16.138,16.091,16.106,16.152,16.221,16.292,16.404,16.548,16.673,16.764,16.834,16.917,17.016
Thailand,29.02,29.469,29.901,30.332,30.768,31.209,31.659,32.115,32.578,33.048,33.511,33.96,34.404,34.852,35.311,35.781,36.251,36.723,37.213,37.714,38.212,38.711
Togo,17.303,17.405,17.484,17.556,17.633,17.703,17.791,17.875,17.937,17.982,18.0,18.019,18.051,18.093,18.138,18.183,18.226,18.273,18.334,18.409,18.495,18.591
Tokelau,20.92,20.955,21.403,22.185,23.025,23.829,24.66,25.257,25.469,25.461,25.148,24.881,24.825,24.817,25.0,25.255,25.459,25.614,25.696,25.791,26.058,26.413
Tonga,19.305,19.471,19.604,19.699,19.755,19.779,19.773,19.846,19.994,20.098,20.132,20.138,20.235,20.404,20.552,20.663,20.732,20.819,20.907,20.924,20.894,20.802
Trinidad and Tobago,26.438,26.828,27.221,27.617,28.016,28.418,28.825,29.238,29.663,30.099,30.546,31.003,31.473,31.952,32.441,32.937,33.436,33.93,34.281,34.72,35.311,35.774
Tunisia,23.386,23.811,24.238,24.665,25.119,25.605,26.088,26.557,27.01,27.438,27.832,28.185,28.503,28.783,29.075,29.399,29.727,30.063,30.41,30.756,31.091,31.405
Turkey,24.017,24.385,24.761,25.149,25.55,25.964,26.391,26.822,27.246,27.661,28.077,28.463,28.809,29.128,29.397,29.621,29.875,30.152,30.45,30.825,31.245,31.653
Turkmenistan,19.832,20.091,20.36,20.648,20.956,21.281,21.619,21.962,22.304,22.635,22.952,23.251,23.529,23.785,24.023,24.249,24.464,24.678,24.898,25.13,25.379,25.644
Turks and Caicos Islands,27.532,28.06,28.477,28.851,29.265,29.729,30.234,30.768,31.325,31.918,32.547,33.249,33.85,34.297,34.747,35.175,35.568,35.948,36.305,36.652,37.029,37.445
Tuvalu,22.736,22.521,22.42,22.403,22.42,22.461,22.527,22.62,22.731,22.848,22.975,23.089,23.149,23.266,23.469,23.68,23.916,24.161,24.28,24.273,24.268,24.25
Uganda,13.975,13.948,13.948,13.966,13.967,13.97,13.985,14.015,14.064,14.127,14.2,14.277,14.361,14.458,14.587,14.752,14.97,15.22,15.455,15.691,15.922,16.141
Ukraine,36.266,36.65,37.012,37.317,37.571,37.741,37.895,38.038,38.163,38.372,38.585,38.739,38.795,38.831,38.979,39.232,39.516,39.831,40.158,40.481,40.793,41.068
United Arab Emirates,27.31,27.663,28.115,28.651,29.26,29.928,30.434,30.594,30.625,30.647,30.663,30.688,30.709,30.736,30.771,30.797,30.817,30.834,30.831,30.834,30.856,30.886
United Kingdom,36.626,36.841,37.038,37.219,37.376,37.512,37.639,37.766,37.906,38.057,38.191,38.333,38.489,38.629,38.728,38.784,38.816,38.866,38.955,39.091,39.22,39.316
United States,34.291,34.479,34.672,34.845,35.009,35.175,35.352,35.531,35.689,35.817,35.92,36.008,36.09,36.175,36.274,36.387,36.509,36.65,36.818,37.002,37.226,37.466
United States Virgin Islands,32.58,33.265,33.912,34.578,35.246,35.805,36.277,36.768,37.271,37.736,38.348,38.959,39.384,39.815,40.24,40.803,41.548,42.36,43.227,44.137,44.576,44.536
Upper-middle-income countries,27.35,27.771,28.189,28.599,28.998,29.372,29.73,30.07,30.382,30.67,30.952,31.242,31.528,31.816,32.114,32.432,32.76,33.084,33.416,33.783,34.178,34.588
Uruguay,31.002,31.132,31.273,31.42,31.577,31.76,31.973,32.206,32.459,32.727,32.998,33.254,33.489,33.699,33.887,34.04,34.173,34.331,34.529,34.761,35.022,35.264
Uzbekistan,20.346,20.639,20.951,21.275,21.609,21.949,22.293,22.628,22.951,23.277,23.619,23.981,24.347,24.69,24.994,25.268,25.539,25.821,26.103,26.361,26.572,26.725
Vanuatu,17.114,17.351,17.592,17.841,18.094,18.349,18.602,18.842,19.061,19.273,19.457,19.607,19.747,19.877,19.992,20.091,20.167,20.205,20.205,20.188,20.158,20.127
Vatican,53.683,54.292,54.89,55.59,56.404,57.229,58.058,58.84,59.594,60.322,61.016,61.885,62.417,61.384,61.375,60.781,60.569,60.583,60.417,60.292,60.333,60.208
Venezuela,22.035,22.297,22.562,22.835,23.112,23.39,23.664,23.942,24.225,24.513,24.807,25.101,25.398,25.701,26.014,26.333,26.66,27.006,27.41,27.854,28.246,28.557
Vietnam,22.686,23.115,23.539,23.959,24.377,24.801,25.299,25.842,26.34,26.785,27.191,27.604,28.018,28.426,28.819,29.193,29.517,29.819,30.175,30.586,31.027,31.476
Wallis and Futuna,21.48,22.008,22.508,23.032,23.709,24.503,25.307,26.126,26.981,27.892,28.82,29.698,30.544,31.337,32.054,32.693,33.284,33.854,34.455,35.056,35.59,36.085
Western Sahara,21.766,22.302,22.839,23.379,23.915,24.445,24.966,25.475,25.969,26.446,26.909,27.355,27.786,28.201,28.611,29.021,29.421,29.811,30.191,30.562,30.941,31.332
World,25.131,25.34,25.541,25.737,25.931,26.123,26.323,26.533,26.744,26.953,27.171,27.392,27.611,27.83,28.058,28.296,28.54,28.786,29.041,29.305,29.575,29.833
Yemen,14.368,14.547,14.732,14.919,15.11,15.332,15.578,15.827,16.082,16.339,16.597,16.86,17.113,17.336,17.522,17.665,17.773,17.869,17.946,18.017,18.062,18.078
Zambia,14.798,14.879,14.968,15.051,15.127,15.2,15.28,15.364,15.453,15.538,15.619,15.693,15.774,15.87,15.985,16.115,16.263,16.426,16.593,16.763,16.936,17.108
Zimbabwe,16.747,16.896,17.057,17.221,17.366,17.458,17.494,17.482,17.432,17.363,17.284,17.186,17.032,16.867,16.761,16.729,16.772,16.878,17.022,17.187,17.363,17.538
